"","account","subaccount","type","date","num","adj","name","memo","split","debit","credit","balance"
"1024","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",0,6,124415.68
"1025","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,2.5,124413.18
"1026","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,124403.68
"1027","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,20,124383.68
"1028","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",0,48.49,124335.19
"1029","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,48.99,124286.2
"1030","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,192.57,124093.63
"1031","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,131.82,123961.81
"1032","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,42.88,123918.93
"1033","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,73.49,123845.44
"1034","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,194.4,123651.04
"1035","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,60,123591.04
"1036","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,80,123511.04
"1037","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,280,123231.04
"1038","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,45.48,123185.56
"1039","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,36,123149.56
"1040","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,123143.22
"1041","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,24,123119.22
"1042","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,123109.72
"1043","Inventory Asset","Inventory Asset","Invoice",2018-05-30,"71069",NA,"Godwin Lighting Depot:Store #1020","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,22.5,123087.22
"1044","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",0,60,123027.22
"1045","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,52.5,122974.72
"1046","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,75,122899.72
"1047","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,97.2,122802.52
"1048","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",0,96,122706.52
"1049","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,36,122670.52
"1050","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",0,30,122640.52
"1051","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",0,65.19,122575.33
"1052","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",0,45,122530.33
"1053","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,64.33,122466
"1054","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,70,122396
"1055","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,122389.66
"1056","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,23.75,122365.91
"1057","Inventory Asset","Inventory Asset","Invoice",2018-05-31,"71083",NA,"Cole Home Builders:Phase 2 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,15,122350.91
"1058","Inventory Asset","Inventory Asset","Invoice",2018-06-05,"71096",NA,"Miscellaneous - Retail:Anne Loomis","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,385.32,121965.59
"1059","Inventory Asset","Inventory Asset","Invoice",2018-06-05,"71096",NA,"Miscellaneous - Retail:Anne Loomis","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",0,250,121715.59
"1060","Inventory Asset","Inventory Asset","Invoice",2018-06-05,"71096",NA,"Miscellaneous - Retail:Anne Loomis","Colonial, Brushed Steel Finish, Opal White Glass (60 watt)","Accounts Receivable",0,40,121675.59
"1061","Inventory Asset","Inventory Asset","Invoice",2018-06-05,"71096",NA,"Miscellaneous - Retail:Anne Loomis","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",0,76,121599.59
"1062","Inventory Asset","Inventory Asset","Invoice",2018-06-05,"71096",NA,"Miscellaneous - Retail:Anne Loomis","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,64.33,121535.26
"1063","Inventory Asset","Inventory Asset","Bill",2018-06-07,"90897",NA,"Foster Lighting","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Payable",750,0,122285.26
"1064","Inventory Asset","Inventory Asset","Bill",2018-06-07,"90897",NA,"Foster Lighting","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Payable",2400,0,124685.26
"1065","Inventory Asset","Inventory Asset","Bill",2018-06-07,"45674",NA,"Paulsen's Lighting","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Payable",3500,0,128185.26
"1066","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,231.19,127954.07
"1067","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",0,90,127864.07
"1068","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,160,127704.07
"1069","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,70,127634.07
"1070","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,57.66,127576.41
"1071","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",0,75,127501.41
"1072","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,97.2,127404.21
"1073","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",0,10.77,127393.44
"1074","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,32.14,127361.3
"1075","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,24,127337.3
"1076","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,127330.96
"1077","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",0,6,127324.96
"1078","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,2.5,127322.46
"1079","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,127312.96
"1080","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,20,127292.96
"1081","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",0,48.49,127244.47
"1082","Inventory Asset","Inventory Asset","Invoice",2018-06-07,"71085",NA,"Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,48.99,127195.48
"1083","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,1902.88,125292.6
"1084","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,375,124917.6
"1085","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,643.27,124274.33
"1086","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,700,123574.33
"1087","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,961.04,122613.29
"1088","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",0,380,122233.29
"1089","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",0,240,121993.29
"1090","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,60,121933.29
"1091","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,25,121908.29
"1092","Inventory Asset","Inventory Asset","Invoice",2018-06-10,"71128",NA,"Kern Lighting Warehouse:Store #45","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",0,950,120958.29
"1093","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,192.57,120765.72
"1094","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,131.82,120633.9
"1095","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,42.88,120591.02
"1096","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,73.49,120517.53
"1097","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,194.4,120323.13
"1098","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,60,120263.13
"1099","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,80,120183.13
"1100","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,280,119903.13
"1101","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,45.48,119857.65
"1102","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,36,119821.65
"1103","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,119815.31
"1104","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,24,119791.31
"1105","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,119781.81
"1106","Inventory Asset","Inventory Asset","Invoice",2018-06-11,"71070",NA,"Godwin Lighting Depot:Store #303","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,22.5,119759.31
"1107","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",0,140,119619.31
"1108","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,77.06,119542.25
"1109","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,35,119507.25
"1110","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,73.49,119433.76
"1111","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",0,60,119373.76
"1112","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",0,37,119336.76
"1113","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",0,60,119276.76
"1114","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",0,100,119176.76
"1115","Inventory Asset","Inventory Asset","Invoice",2018-06-12,"71080",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,11.37,119165.39
